4,9
3,9,0
3,9,0,21
2,9,0,21,25
3,9,0,21,25,21
4,9,0,21,25,21,1
3,9,0,21,25,21,1,31
3,9,0,21,25,21,1,31,0
3,9,0,21,25,21,1,31,0,10
2,30
2,30,33
1,30,33,1
0,30,33,1,21
0,30,33,1,21,23
0,30,33,1,21,23,24
0,30,33,1,21,23,24,26
0,30,33,1,21,23,24,26,10
0,30,33,1,21,23,24,26,10,0
4,32
3,32,31
3,32,31,16
2,32,31,16,10
2,32,31,16,10,33
3,32,31,16,10,33,1
2,32,31,16,10,33,1,26
3,32,31,16,10,33,1,26,18
3,32,31,16,10,33,1,26,18,1
3,32,31,16,10,33,1,26,18,1,30
4,30
3,30,0
2,30,0,8
2,30,0,8,29
3,30,0,8,29,21
2,30,0,8,29,21,26
2,30,0,8,29,21,26,18
2,30,0,8,29,21,26,18,18
1,30,0,8,29,21,26,18,18,3
0,30,0,8,29,21,26,18,18,3,14
3,30
3,30,9
2,30,9,17
2,30,9,17,9
2,30,9,17,9,31
2,30,9,17,9,31,29
1,30,9,17,9,31,29,8
1,30,9,17,9,31,29,8,27
2,27
2,27,28
2,27,28,33
1,27,28,33,23
1,27,28,33,23,22
1,27,28,33,23,22,1
1,27,28,33,23,22,1,1
2,27,28,33,23,22,1,1,29
4,27
4,27,9
3,27,9,28
2,27,9,28,17
1,27,9,28,17,25
2,27,9,28,17,25,0
2,27,9,28,17,25,0,1
1,27,9,28,17,25,0,1,18
2,33
2,33,27
1,33,27,26
1,33,27,26,9
1,33,27,26,9,6
1,33,27,26,9,6,26
0,33,27,26,9,6,26,7
