1,17
1,17,16
1,17,16,13
1,17,16,13,25
1,17,16,13,25,26
1,17,16,13,25,26,22
1,17,16,13,25,26,22,21
1,17,16,13,25,26,22,21,15
1,17,16,13,25,26,22,21,15,14
1,17,16,13,25,26,22,21,15,14,15
0,17,16,13,25,26,22,21,15,14,15,28
4,26
4,26,28
3,26,28,29
3,26,28,29,17
3,26,28,29,17,18
3,26,28,29,17,18,33
3,26,28,29,17,18,33,9
2,26,28,29,17,18,33,9,30
2,26,28,29,17,18,33,9,30,10
2,26,28,29,17,18,33,9,30,10,33
1,26,28,29,17,18,33,9,30,10,33,8
3,28
3,28,32
2,28,32,33
2,28,32,33,17
2,28,32,33,17,19
2,28,32,33,17,19,22
2,28,32,33,17,19,22,20
2,28,32,33,17,19,22,20,7
2,28,32,33,17,19,22,20,7,19
2,28,32,33,17,19,22,20,7,19,5
2,28,32,33,17,19,22,20,7,19,5,2
3,27
3,27,8
3,27,8,31
3,27,8,31,4
3,27,8,31,4,8
3,27,8,31,4,8,26
2,27,8,31,4,8,26,22
2,27,8,31,4,8,26,22,23
2,27,8,31,4,8,26,22,23,18
2,27,8,31,4,8,26,22,23,18,19
2,27,8,31,4,8,26,22,23,18,19,20
