2,22
1,22,6
2,22,6,18
2,22,6,18,18
1,22,6,18,18,8
1,22,6,18,18,8,25
1,22,6,18,18,8,25,19
1,22,6,18,18,8,25,19,25
1,22,6,18,18,8,25,19,25,29
0,22,6,18,18,8,25,19,25,29,16
0,22,6,18,18,8,25,19,25,29,16,29
0,22,6,18,18,8,25,19,25,29,16,29,10
0,22,6,18,18,8,25,19,25,29,16,29,10,26
2,18
2,18,33
2,18,33,17
2,18,33,17,25
1,18,33,17,25,8
1,18,33,17,25,8,7
0,18,33,17,25,8,7,0
0,18,33,17,25,8,7,0,21
0,18,33,17,25,8,7,0,21,5
0,18,33,17,25,8,7,0,21,5,0
0,18,33,17,25,8,7,0,21,5,0,26
0,18,33,17,25,8,7,0,21,5,0,26,31
0,18,33,17,25,8,7,0,21,5,0,26,31,32
4,17
4,17,10
3,17,10,25
3,17,10,25,24
3,17,10,25,24,13
3,17,10,25,24,13,23
3,17,10,25,24,13,23,7
3,17,10,25,24,13,23,7,8
3,17,10,25,24,13,23,7,8,0
4,17,10,25,24,13,23,7,8,0,29
3,17,10,25,24,13,23,7,8,0,29,26
3,17,10,25,24,13,23,7,8,0,29,26,31
3,17,10,25,24,13,23,7,8,0,29,26,31,0
4,26
4,26,30
4,26,30,17
4,26,30,17,16
3,26,30,17,16,28
2,26,30,17,16,28,31
2,26,30,17,16,28,31,33
3,26,30,17,16,28,31,33,7
3,26,30,17,16,28,31,33,7,21
3,26,30,17,16,28,31,33,7,21,2
3,26,30,17,16,28,31,33,7,21,2,2
3,26,30,17,16,28,31,33,7,21,2,2,24
3,26,30,17,16,28,31,33,7,21,2,2,24,33
3,26,30,17,16,28,31,33,7,21,2,2,24,33,33
