3,29
2,29,32
2,29,32,0
2,29,32,0,31
1,29,32,0,31,16
1,29,32,0,31,16,29
1,29,32,0,31,16,29,21
1,29,32,0,31,16,29,21,1
1,29,32,0,31,16,29,21,1,13
0,29,32,0,31,16,29,21,1,13,19
3,0
2,0,30
2,0,30,27
1,0,30,27,11
1,0,30,27,11,6
1,0,30,27,11,6,18
0,0,30,27,11,6,18,20
0,0,30,27,11,6,18,20,10
0,0,30,27,11,6,18,20,10,18
3,32
2,32,25
1,32,25,15
1,32,25,15,8
1,32,25,15,8,33
1,32,25,15,8,33,17
1,32,25,15,8,33,17,4
0,32,25,15,8,33,17,4,28
0,32,25,15,8,33,17,4,28,25
4,25
4,25,18
4,25,18,19
3,25,18,19,22
4,25,18,19,22,1
4,25,18,19,22,1,1
3,25,18,19,22,1,1,26
3,25,18,19,22,1,1,26,3
