2,17
1,17,31
1,17,31,29
2,17,31,29,26
1,17,31,29,26,10
1,17,31,29,26,10,16
0,17,31,29,26,10,16,19
0,17,31,29,26,10,16,19,2
0,17,31,29,26,10,16,19,2,29
0,17,31,29,26,10,16,19,2,29,15
0,17,31,29,26,10,16,19,2,29,15,27
0,17,31,29,26,10,16,19,2,29,15,27,13
3,30
3,30,27
3,30,27,32
3,30,27,32,18
3,30,27,32,18,18
3,30,27,32,18,18,18
3,30,27,32,18,18,18,17
3,30,27,32,18,18,18,17,28
2,30,27,32,18,18,18,17,28,2
1,30,27,32,18,18,18,17,28,2,33
2,30,27,32,18,18,18,17,28,2,33,10
2,30,27,32,18,18,18,17,28,2,33,10,26
4,27
4,27,30
3,27,30,31
2,27,30,31,28
1,27,30,31,28,19
1,27,30,31,28,19,16
1,27,30,31,28,19,16,13
1,27,30,31,28,19,16,13,2
2,27,30,31,28,19,16,13,2,13
2,27,30,31,28,19,16,13,2,13,15
2,27,30,31,28,19,16,13,2,13,15,1
2,27,30,31,28,19,16,13,2,13,15,1,32
4,29
3,29,17
2,29,17,30
2,29,17,30,32
2,29,17,30,32,33
2,29,17,30,32,33,25
2,29,17,30,32,33,25,10
2,29,17,30,32,33,25,10,2
2,29,17,30,32,33,25,10,2,1
1,29,17,30,32,33,25,10,2,1,28
1,29,17,30,32,33,25,10,2,1,28,9
