4,30
3,30,29
2,30,29,9
3,26
3,26,29
2,26,29,27
2,26,29,27,16
2,26,29,27,16,31
2,26,29,27,16,31,26
2,27
2,27,9
2,27,9,8
2,27,9,8,32
2,27,9,8,32,19
4,8
4,8,7
3,8,7,24
3,8,7,24,2
