3,10
3,10,16
3,10,16,21
3,10,16,21,9
3,10,16,21,9,22
3,10,16,21,9,22,30
2,10,16,21,9,22,30,30
2,10,16,21,9,22,30,30,31
2,10,16,21,9,22,30,30,31,13
2,10,16,21,9,22,30,30,31,13,8
2,10,16,21,9,22,30,30,31,13,8,16
2,10,16,21,9,22,30,30,31,13,8,16,27
2,10,16,21,9,22,30,30,31,13,8,16,27,30
2,30
2,30,17
2,30,17,7
2,30,17,7,32
2,30,17,7,32,18
1,30,17,7,32,18,18
1,30,17,7,32,18,18,1
1,30,17,7,32,18,18,1,19
1,30,17,7,32,18,18,1,19,26
1,30,17,7,32,18,18,1,19,26,25
1,30,17,7,32,18,18,1,19,26,25,27
1,30,17,7,32,18,18,1,19,26,25,27,18
0,30,17,7,32,18,18,1,19,26,25,27,18,15
2,8
2,8,26
2,8,26,19
1,8,26,19,0
1,8,26,19,0,17
1,8,26,19,0,17,26
1,8,26,19,0,17,26,17
1,8,26,19,0,17,26,17,12
1,8,26,19,0,17,26,17,12,32
0,8,26,19,0,17,26,17,12,32,12
0,8,26,19,0,17,26,17,12,32,12,27
0,8,26,19,0,17,26,17,12,32,12,27,21
4,12
3,12,33
3,12,33,11
3,12,33,11,9
2,12,33,11,9,20
1,12,33,11,9,20,26
1,12,33,11,9,20,26,19
1,12,33,11,9,20,26,19,4
1,12,33,11,9,20,26,19,4,17
1,12,33,11,9,20,26,19,4,17,13
1,12,33,11,9,20,26,19,4,17,13,8
2,12,33,11,9,20,26,19,4,17,13,8,25
