4,9
4,9,26
3,9,26,6
3,9,26,6,23
2,9,26,6,23,17
2,9,26,6,23,17,32
2,9,26,6,23,17,32,20
2,9,26,6,23,17,32,20,30
2,9,26,6,23,17,32,20,30,31
1,9,26,6,23,17,32,20,30,31,29
1,9,26,6,23,17,32,20,30,31,29,29
2,18
2,18,29
2,18,29,8
2,18,29,8,25
1,18,29,8,25,5
1,18,29,8,25,5,15
1,18,29,8,25,5,15,15
1,18,29,8,25,5,15,15,0
1,18,29,8,25,5,15,15,0,18
1,18,29,8,25,5,15,15,0,18,13
1,18,29,8,25,5,15,15,0,18,13,26
4,28
4,28,29
3,28,29,0
2,28,29,0,32
2,28,29,0,32,0
2,28,29,0,32,0,24
2,28,29,0,32,0,24,30
2,28,29,0,32,0,24,30,20
2,28,29,0,32,0,24,30,20,18
1,28,29,0,32,0,24,30,20,18,28
1,28,29,0,32,0,24,30,20,18,28,24
5,27
4,27,0
4,27,0,32
3,27,0,32,8
2,27,0,32,8,14
2,27,0,32,8,14,16
1,27,0,32,8,14,16,31
1,27,0,32,8,14,16,31,22
1,27,0,32,8,14,16,31,22,19
1,27,0,32,8,14,16,31,22,19,6
