2,26
3,27
4,30
4,30,27
4,30,27,29
3,30,27,29,33
3,30,27,29,33,26
3,28
3,28,29
3,28,29,8
2,28,29,8,25
1,28,29,8,25,1
4,29
3,29,27
3,29,27,33
3,29,27,33,32
4,17
3,17,27
2,17,27,32
1,17,27,32,24
0,17,27,32,24,19
