2,29
1,29,19
1,29,19,3
0,29,19,3,17
0,29,19,3,17,32
0,29,19,3,17,32,17
4,30
3,30,27
3,30,27,8
2,30,27,8,33
2,30,27,8,33,19
2,30,27,8,33,19,6
3,31
2,31,7
2,31,7,1
1,31,7,1,0
1,31,7,1,0,25
1,31,7,1,0,25,25
3,30
3,30,18
3,30,18,32
2,30,18,32,33
3,30,18,32,33,25
2,30,18,32,33,25,26
3,28
2,31
3,27
