4,30
4,30
4,30
4,30
3,26
2,26,18
2,26,18,32
1,26,18,32,3
0,26,18,32,3,23
0,26,18,32,3,23,14
1,26,18,32,3,23,14,8
3,18
3,18,31
2,18,31,7
1,18,31,7,16
1,18,31,7,16,29
0,18,31,7,16,29,12
0,18,31,7,16,29,12,23
3,28
3,28,9
2,28,9,18
2,28,9,18,20
2,28,9,18,20,32
2,28,9,18,20,32,28
2,28,9,18,20,32,28,33
2,28,9,18,20,32,28,33,8
1,30
1,30,8
1,30,8,17
1,30,8,17,26
1,30,8,17,26,24
1,30,8,17,26,24,28
0,30,8,17,26,24,28,12
0,30,8,17,26,24,28,12,24
