4,9
4,9,10
3,9,10,0
3,9,10,0,30
3,9,10,0,30,28
3,9,10,0,30,28,0
2,9,10,0,30,28,0,26
2,9,10,0,30,28,0,26,4
2,9,10,0,30,28,0,26,4,32
2,9,10,0,30,28,0,26,4,32,32
2,9,10,0,30,28,0,26,4,32,32,1
3,17
3,17,31
3,17,31,28
3,17,31,28,33
3,17,31,28,33,16
2,17,31,28,33,16,19
2,17,31,28,33,16,19,25
3,17,31,28,33,16,19,25,30
2,17,31,28,33,16,19,25,30,30
2,17,31,28,33,16,19,25,30,30,1
2,17,31,28,33,16,19,25,30,30,1,8
2,17,31,28,33,16,19,25,30,30,1,8,0
2,31
2,31,29
2,31,29,28
2,31,29,28,29
2,31,29,28,29,33
1,31,29,28,29,33,2
0,31,29,28,29,33,2,4
0,31,29,28,29,33,2,4,31
0,31,29,28,29,33,2,4,31,15
0,31,29,28,29,33,2,4,31,15,25
0,31,29,28,29,33,2,4,31,15,25,4
3,28
3,28,31
3,28,31,30
3,28,31,30,33
3,28,31,30,33,32
2,28,31,30,33,32,3
3,28,31,30,33,32,3,26
3,28,31,30,33,32,3,26,26
2,28,31,30,33,32,3,26,26,15
1,28,31,30,33,32,3,26,26,15,8
2,28,31,30,33,32,3,26,26,15,8,15
4,8
3,8,26
2,8,26,30
1,8,26,30,23
0,8,26,30,23,27
0,8,26,30,23,27,12
0,8,26,30,23,27,12,3
0,8,26,30,23,27,12,3,33
0,8,26,30,23,27,12,3,33,23
0,8,26,30,23,27,12,3,33,23,31
3,26
2,26,31
2,26,31,31
1,26,31,31,28
1,26,31,31,28,27
1,26,31,31,28,27,8
0,26,31,31,28,27,8,16
0,26,31,31,28,27,8,16,1
0,26,31,31,28,27,8,16,1,2
0,26,31,31,28,27,8,16,1,2,11
0,26,31,31,28,27,8,16,1,2,11,19
3,15
3,15,29
2,15,29,31
2,15,29,31,6
2,15,29,31,6,10
2,15,29,31,6,10,26
1,15,29,31,6,10,26,33
2,15,29,31,6,10,26,33,30
1,15,29,31,6,10,26,33,30,30
2,15,29,31,6,10,26,33,30,30,2
3,18
2,18,9
2,18,9,0
2,18,9,0,27
2,18,9,0,27,28
2,18,9,0,27,28,8
2,18,9,0,27,28,8,24
1,18,9,0,27,28,8,24,24
1,18,9,0,27,28,8,24,24,17
1,18,9,0,27,28,8,24,24,17,0
5,30
4,30,27
3,30,27,29
3,30,27,29,8
3,30,27,29,8,7
3,30,27,29,8,7,9
2,30,27,29,8,7,9,11
2,30,27,29,8,7,9,11,3
1,30,27,29,8,7,9,11,3,19
1,30,27,29,8,7,9,11,3,19,15
1,30,27,29,8,7,9,11,3,19,15,32
1,30,27,29,8,7,9,11,3,19,15,32,30
0,30,27,29,8,7,9,11,3,19,15,32,30,13
3,9
3,9,28
2,9,28,20
3,9,28,20,30
2,9,28,20,30,30
2,9,28,20,30,30,25
1,9,28,20,30,30,25,33
1,9,28,20,30,30,25,33,16
2,9,28,20,30,30,25,33,16,26
2,9,28,20,30,30,25,33,16,26,26
2,9,28,20,30,30,25,33,16,26,26,8
1,9,28,20,30,30,25,33,16,26,26,8,17
2,9,28,20,30,30,25,33,16,26,26,8,17,25
4,17
4,17,9
3,17,9,27
3,17,9,27,28
2,17,9,27,28,29
1,17,9,27,28,29,32
2,17,9,27,28,29,32,31
2,17,9,27,28,29,32,31,31
2,17,9,27,28,29,32,31,31,31
1,17,9,27,28,29,32,31,31,31,19
1,17,9,27,28,29,32,31,31,31,19,19
1,17,9,27,28,29,32,31,31,31,19,19,0
1,17,9,27,28,29,32,31,31,31,19,19,0,0
1,28
1,28,9
1,28,9,27
0,28,9,27,25
0,28,9,27,25,13
0,28,9,27,25,13,11
0,28,9,27,25,13,11,10
0,28,9,27,25,13,11,10,11
0,28,9,27,25,13,11,10,11,33
0,28,9,27,25,13,11,10,11,33,31
0,28,9,27,25,13,11,10,11,33,31,7
0,28,9,27,25,13,11,10,11,33,31,7,14
0,28,9,27,25,13,11,10,11,33,31,7,14,28
