2,18
3,18,31
3,18,31,31
3,18,31,31,27
2,18,31,31,27,32
1,18,31,31,27,32,24
0,18,31,31,27,32,24,15
3,28
3,28,29
3,28,29,33
3,28,29,33,8
3,28,29,33,8,8
3,28,29,33,8,8,18
2,28,29,33,8,8,18,14
2,28,29,33,8,8,18,14,32
2,8
2,8,17
2,8,17,19
2,8,17,19,18
2,8,17,19,18,1
2,8,17,19,18,1,28
2,8,17,19,18,1,28,2
2,8,17,19,18,1,28,2,19
3,16
3,16,31
3,16,31,31
2,16,31,31,9
2,16,31,31,9,26
1,16,31,31,9,26,4
1,16,31,31,9,26,4,11
1,16,31,31,9,26,4,11,30
5,26
4,26,18
4,26,18,9
3,26,18,9,33
2,26,18,9,33,20
2,26,18,9,33,20,2
2,26,18,9,33,20,2,9
1,26,18,9,33,20,2,9,5
0,26,18,9,33,20,2,9,5,12
0,26,18,9,33,20,2,9,5,12,4
0,26,18,9,33,20,2,9,5,12,4,25
0,26,18,9,33,20,2,9,5,12,4,25,16
0,26,18,9,33,20,2,9,5,12,4,25,16,22
0,26,18,9,33,20,2,9,5,12,4,25,16,22,7
0,26,18,9,33,20,2,9,5,12,4,25,16,22,7,1
0,26,18,9,33,20,2,9,5,12,4,25,16,22,7,1,14
0,26,18,9,33,20,2,9,5,12,4,25,16,22,7,1,14,12
3,17
3,17,28
2,17,28,6
2,17,28,6,2
1,17,28,6,2,10
1,17,28,6,2,10,0
0,17,28,6,2,10,0,9
0,17,28,6,2,10,0,9,32
0,17,28,6,2,10,0,9,32,32
0,17,28,6,2,10,0,9,32,32,3
0,17,28,6,2,10,0,9,32,32,3,17
0,17,28,6,2,10,0,9,32,32,3,17,27
0,17,28,6,2,10,0,9,32,32,3,17,27,13
0,17,28,6,2,10,0,9,32,32,3,17,27,13,31
0,17,28,6,2,10,0,9,32,32,3,17,27,13,31,5
0,17,28,6,2,10,0,9,32,32,3,17,27,13,31,5,27
0,17,28,6,2,10,0,9,32,32,3,17,27,13,31,5,27,14
2,28
2,28,30
2,28,30,9
2,28,30,9,19
2,28,30,9,19,26
2,28,30,9,19,26,26
2,28,30,9,19,26,26,0
2,28,30,9,19,26,26,0,29
2,28,30,9,19,26,26,0,29,28
3,28,30,9,19,26,26,0,29,28,10
2,28,30,9,19,26,26,0,29,28,10,3
2,28,30,9,19,26,26,0,29,28,10,3,3
3,28,30,9,19,26,26,0,29,28,10,3,3,16
3,28,30,9,19,26,26,0,29,28,10,3,3,16,12
3,28,30,9,19,26,26,0,29,28,10,3,3,16,12,7
4,28,30,9,19,26,26,0,29,28,10,3,3,16,12,7,5
3,28,30,9,19,26,26,0,29,28,10,3,3,16,12,7,5,7
3,28,30,9,19,26,26,0,29,28,10,3,3,16,12,7,5,7,14
3,29
3,29,33
2,29,33,32
2,29,33,32,10
1,29,33,32,10,19
1,29,33,32,10,19,27
1,29,33,32,10,19,27,11
1,29,33,32,10,19,27,11,20
1,29,33,32,10,19,27,11,20,27
1,29,33,32,10,19,27,11,20,27,0
2,29,33,32,10,19,27,11,20,27,0,2
1,29,33,32,10,19,27,11,20,27,0,2,0
1,29,33,32,10,19,27,11,20,27,0,2,0,6
1,29,33,32,10,19,27,11,20,27,0,2,0,6,16
1,29,33,32,10,19,27,11,20,27,0,2,0,6,16,17
1,29,33,32,10,19,27,11,20,27,0,2,0,6,16,17,7
1,29,33,32,10,19,27,11,20,27,0,2,0,6,16,17,7,5
1,29,33,32,10,19,27,11,20,27,0,2,0,6,16,17,7,5,31
3,0
2,0,21
2,0,21,18
2,0,21,18,17
2,0,21,18,17,14
1,0,21,18,17,14,7
1,0,21,18,17,14,7,33
0,0,21,18,17,14,7,33,28
0,0,21,18,17,14,7,33,28,5
1,0,21,18,17,14,7,33,28,5,15
2,17
2,17,8
2,17,8,28
2,17,8,28,26
2,17,8,28,26,28
2,17,8,28,26,28,18
2,17,8,28,26,28,18,4
2,17,8,28,26,28,18,4,7
3,17,8,28,26,28,18,4,7,15
3,17,8,28,26,28,18,4,7,15,9
3,10
2,10,26
2,10,26,9
2,10,26,9,31
2,10,26,9,31,30
1,10,26,9,31,30,33
1,10,26,9,31,30,33,6
1,10,26,9,31,30,33,6,9
1,10,26,9,31,30,33,6,9,15
0,10,26,9,31,30,33,6,9,15,8
4,30
4,30,30
4,30,30,26
4,30,30,26,26
4,30,30,26,26,18
4,30,30,26,26,18,33
4,30,30,26,26,18,33,29
3,30,30,26,26,18,33,29,28
2,30,30,26,26,18,33,29,28,16
2,30,30,26,26,18,33,29,28,16,32
