3,8
2,8,0
2,8,0,33
2,8,0,33,2
1,8,0,33,2,4
1,8,0,33,2,4,25
1,8,0,33,2,4,25,30
2,8,0,33,2,4,25,30,11
2,8,0,33,2,4,25,30,11,0
2,8,0,33,2,4,25,30,11,0,18
2,8,0,33,2,4,25,30,11,0,18,11
2,8,0,33,2,4,25,30,11,0,18,11,10
3,29
2,29,32
2,29,32,18
2,29,32,18,4
1,29,32,18,4,11
1,29,32,18,4,11,30
1,29,32,18,4,11,30,18
1,29,32,18,4,11,30,18,0
0,29,32,18,4,11,30,18,0,23
0,29,32,18,4,11,30,18,0,23,27
0,29,32,18,4,11,30,18,0,23,27,26
0,29,32,18,4,11,30,18,0,23,27,26,28
2,26
2,26,2
1,26,2,24
0,26,2,24,30
0,26,2,24,30,6
0,26,2,24,30,6,12
0,26,2,24,30,6,12,1
0,26,2,24,30,6,12,1,5
0,26,2,24,30,6,12,1,5,15
0,26,2,24,30,6,12,1,5,15,10
0,26,2,24,30,6,12,1,5,15,10,9
0,26,2,24,30,6,12,1,5,15,10,9,8
3,9
4,9,26
3,9,26,26
3,9,26,26,32
2,9,26,26,32,32
3,9,26,26,32,32,1
3,9,26,26,32,32,1,1
3,9,26,26,32,32,1,1,12
2,9,26,26,32,32,1,1,12,5
3,9,26,26,32,32,1,1,12,5,10
2,9,26,26,32,32,1,1,12,5,10,10
3,9,26,26,32,32,1,1,12,5,10,10,1
3,32
3,32,30
2,32,30,16
2,32,30,16,0
2,32,30,16,0,19
1,32,30,16,0,19,33
0,32,30,16,0,19,33,23
2,7
1,7,17
1,7,17,26
1,7,17,26,23
1,7,17,26,23,1
1,7,17,26,23,1,16
3,30
2,30,26
2,30,26,19
2,30,26,19,13
2,30,26,19,13,1
2,30,26,19,13,1,10
3,30,26,19,13,1,10,9
3,30
2,30,31
2,30,31,29
1,30,31,29,9
0,30,31,29,9,10
0,30,31,29,9,10,31
0,30,31,29,9,10,31,3
3,29
3,29,31
3,29,31,31
3,29,31,31,16
2,29,31,31,16,32
2,29,31,31,16,32,20
2,29,31,31,16,32,20,15
1,29,31,31,16,32,20,15,30
1,29,31,31,16,32,20,15,30,21
1,29,31,31,16,32,20,15,30,21,28
1,29,31,31,16,32,20,15,30,21,28,20
1,29,31,31,16,32,20,15,30,21,28,20,33
1,29,31,31,16,32,20,15,30,21,28,20,33,30
1,29,31,31,16,32,20,15,30,21,28,20,33,30,27
2,29,31,31,16,32,20,15,30,21,28,20,33,30,27,10
3,29,31,31,16,32,20,15,30,21,28,20,33,30,27,10,24
2,29,31,31,16,32,20,15,30,21,28,20,33,30,27,10,24,26
2,29,31,31,16,32,20,15,30,21,28,20,33,30,27,10,24,26,22
3,28
2,28,27
2,28,27,33
2,28,27,33,11
2,28,27,33,11,13
2,28,27,33,11,13,6
2,28,27,33,11,13,6,18
2,28,27,33,11,13,6,18,13
2,28,27,33,11,13,6,18,13,9
2,28,27,33,11,13,6,18,13,9,12
1,28,27,33,11,13,6,18,13,9,12,24
1,28,27,33,11,13,6,18,13,9,12,24,0
2,28,27,33,11,13,6,18,13,9,12,24,0,8
3,28,27,33,11,13,6,18,13,9,12,24,0,8,6
3,28,27,33,11,13,6,18,13,9,12,24,0,8,6,24
3,28,27,33,11,13,6,18,13,9,12,24,0,8,6,24,8
2,28,27,33,11,13,6,18,13,9,12,24,0,8,6,24,8,26
4,26
4,26,17
4,26,17,9
4,26,17,9,1
4,26,17,9,1,8
4,26,17,9,1,8,18
4,26,17,9,1,8,18,7
4,26,17,9,1,8,18,7,4
4,26,17,9,1,8,18,7,4,2
4,26,17,9,1,8,18,7,4,2,1
4,26,17,9,1,8,18,7,4,2,1,21
3,26,17,9,1,8,18,7,4,2,1,21,30
3,26,17,9,1,8,18,7,4,2,1,21,30,28
3,26,17,9,1,8,18,7,4,2,1,21,30,28,25
3,26,17,9,1,8,18,7,4,2,1,21,30,28,25,10
2,26,17,9,1,8,18,7,4,2,1,21,30,28,25,10,17
2,26,17,9,1,8,18,7,4,2,1,21,30,28,25,10,17,27
4,28
3,28,8
3,28,8,30
3,28,8,30,0
2,28,8,30,0,10
2,28,8,30,0,10,9
2,28,8,30,0,10,9,25
1,28,8,30,0,10,9,25,17
1,28,8,30,0,10,9,25,17,20
1,28,8,30,0,10,9,25,17,20,10
1,28,8,30,0,10,9,25,17,20,10,33
0,28,8,30,0,10,9,25,17,20,10,33,6
0,28,8,30,0,10,9,25,17,20,10,33,6,9
0,28,8,30,0,10,9,25,17,20,10,33,6,9,25
0,28,8,30,0,10,9,25,17,20,10,33,6,9,25,24
0,28,8,30,0,10,9,25,17,20,10,33,6,9,25,24,33
0,28,8,30,0,10,9,25,17,20,10,33,6,9,25,24,33,0
0,28,8,30,0,10,9,25,17,20,10,33,6,9,25,24,33,0,22
