2,25
2,25,8
2,25,8,6
2,25,8,6,0
2,25,8,6,0,29
2,25,8,6,0,29,18
1,25,8,6,0,29,18,29
1,32
1,32,18
1,32,18,19
1,32,18,19,21
0,32,18,19,21,24
0,32,18,19,21,24,17
0,32,18,19,21,24,17,6
3,31
3,31,19
2,31,19,25
2,31,19,25,9
3,31,19,25,9,21
3,31,19,25,9,21,21
3,31,19,25,9,21,21,28
3,32
3,32,8
3,32,8,0
3,32,8,0,16
3,32,8,0,16,19
3,32,8,0,16,19,18
3,32,8,0,16,19,18,6
